,Name,Price,Genres,Release date,Average playtime forever,Positive,Negative
3170160,"Sep 20, 2024",50,"Action,Adventure,Indie,RPG,Early Access",0 - 20000,0,2,1
3748110,"Jun 9, 2025",0,"Adventure,Indie,Simulation",0 - 0,0,0,0
2250470,"Oct 25, 2023",0,"Adventure,Indie,Strategy",20000 - 50000,0,32,8
2492030,"Dec 14, 2023",20,Strategy,0 - 20000,0,32,1
1694380,"Aug 27, 2021",75,"Adventure,Indie",0 - 20000,0,7,0
1851280,"Apr 21, 2022",50,"Action,Indie",200000 - 500000,327,872,122
2408050,"Oct 18, 2024",0,,0 - 0,0,0,0
1862560,"Jan 18, 2022",0,,0 - 0,0,0,0
1903100,"Mar 1, 2022",0,"Action,Adventure,Indie",0 - 20000,0,7,1
265630,"May 9, 2014",0,"Action,Free To Play,Indie",2000000 - 5000000,392,33130,3132
981620,"Jan 30, 2019",72,"Casual,Indie",0 - 20000,0,15,2
1333300,"Jul 10, 2023",0,"Casual,Free To Play,Simulation",0 - 20000,0,62,34
1586860,"Mar 5, 2025",50,"Indie,Strategy",0 - 20000,121,110,13
2593850,"Oct 21, 2024",25,"Adventure,Indie",0 - 20000,0,0,0
1167930,"Jan 9, 2020",0,Indie,0 - 20000,0,0,0
2428880,"Jul 7, 2023",0,,0 - 0,0,0,0
2546930,"Aug 28, 2023",51,"Action,Adventure,Indie",0 - 20000,0,0,1
3841000,"Jul 15, 2025",0,"Indie,Simulation",0 - 20000,0,0,0
2092200,"Sep 21, 2022",0,"Animation & Modeling,Design & Illustration,Photo Editing,Game Development",0 - 20000,0,0,1
4026740,"Nov 7, 2025",0,"Casual,Indie",0 - 0,0,0,0
1696220,"Mar 31, 2022",0,"Adventure,Casual,Indie",20000 - 50000,490,345,46
3558570,"Apr 11, 2025",0,"Action,Adventure,Indie",0 - 20000,0,7,0
1167850,"Jan 17, 2020",50,Indie,0 - 20000,0,32,1
1357700,"Oct 29, 2020",0,Indie,0 - 20000,0,4,1
839970,"May 26, 2018",0,Casual,0 - 20000,0,1,3
2411520,"Oct 23, 2023",0,,0 - 0,0,0,0
3289010,"Feb 28, 2025",0,"Adventure,Casual,Indie",0 - 20000,0,0,0
461520,"Apr 23, 2016",0,"Action,Adventure,Indie",100000 - 200000,146,100,152
1771550,"Nov 1, 2021",0,Casual,0 - 20000,0,1,1
1074630,"Oct 21, 2021",72,"Action,Casual,Indie",20000 - 50000,0,261,78
3257230,"Oct 22, 2024",0,"Casual,Indie",0 - 20000,0,3,0
1235910,"Feb 21, 2020",0,"Indie,RPG",0 - 20000,0,0,0
1982810,"May 18, 2022",0,"Casual,Indie",0 - 20000,0,3,2
2697250,"Feb 19, 2024",80,"Racing,Simulation",0 - 20000,0,7,2
2686500,"Apr 7, 2024",0,"Casual,Indie",0 - 20000,0,36,2
2906200,"May 2, 2024",0,"Casual,Free To Play",0 - 20000,0,0,0
3110080,"Sep 24, 2024",0,"Casual,Indie,RPG,Simulation,Free To Play",0 - 0,0,0,0
2249960,"Dec 27, 2022",0,"Action,Casual",0 - 20000,0,3,1
2143720,"Sep 8, 2022",0,,0 - 0,0,0,0
468490,"May 12, 2016",95,"Action,Adventure,Casual,Indie,Strategy",100000 - 200000,238,415,159
2152080,"Dec 8, 2022",33,Adventure,0 - 20000,0,0,0
616750,"May 15, 2018",85,"Indie,Strategy",20000 - 50000,91,65,33
2239040,"Dec 20, 2022",0,"Adventure,Casual,Indie",0 - 20000,0,0,1
1254620,"Jun 17, 2020",75,Action,0 - 20000,53,106,16
2433830,"Jun 13, 2023",0,"Casual,Indie,Strategy",0 - 20000,0,19,5
1104830,"Jun 28, 2019",25,"Adventure,Casual,Indie,Strategy",0 - 20000,0,14,8
3867010,"Sep 4, 2025",15,Simulation,0 - 20000,0,0,0
1364360,"Jul 23, 2020",0,"Action,Adventure,Casual,Indie,Strategy,Early Access",20000 - 50000,0,3,0
1427290,"Oct 20, 2020",0,"Adventure,RPG",0 - 20000,0,2,1
3432530,"Apr 25, 2025",0,"Casual,Indie,Simulation,Free To Play",0 - 0,0,0,0
2063760,"Jun 27, 2022",0,,0 - 0,0,0,0
3310590,"Mar 31, 2025",0,"Action,Adventure",0 - 20000,0,15,4
961870,"Nov 27, 2018",0,"Action,Adventure,Indie",0 - 20000,0,2,0
4114590,"Nov 7, 2025",0,"Casual,Simulation,Strategy",0 - 0,0,0,0
2764870,"Feb 5, 2024",0,"Indie,Early Access",0 - 20000,0,6,0
386350,"Nov 17, 2015",0,"Indie,Strategy",0 - 20000,158,55,29
3916370,"Dec 15, 2025",20,"Action,Adventure,Indie",0 - 20000,0,0,0
3523780,"Feb 15, 2025",0,,0 - 0,0,0,0
2320570,"Jun 6, 2023",60,"Action,Adventure,Indie",0 - 20000,0,60,7
3618140,"Apr 30, 2025",20,Adventure,0 - 20000,0,0,0
2109010,"Aug 23, 2022",0,"Adventure,Indie,RPG,Strategy,Early Access",0 - 0,0,0,0
1234840,"Mar 16, 2020",0,"Adventure,Casual,Indie,Strategy",0 - 20000,0,35,17
3689690,"Dec 2, 2025",0,"Indie,Strategy",0 - 20000,0,0,0
2129030,"Mar 10, 2023",0,"Action,Indie",0 - 20000,0,13,0
1545710,"Jul 14, 2021",0,"Casual,Free To Play,Racing",0 - 20000,0,78,13
893650,"Sep 5, 2018",0,"Action,Adventure,Indie,Simulation,Strategy,Early Access",0 - 20000,0,2,7
739080,"Oct 16, 2020",75,"Action,Adventure,Indie,RPG",100000 - 200000,169,714,119
3789570,"Jun 7, 2025",0,,0 - 0,0,0,0
2096050,"Aug 4, 2022",51,Adventure,0 - 20000,0,3,8
1845730,"Jan 26, 2022",0,,0 - 0,0,0,0
3631290,"Oct 24, 2025",30,"Indie,Simulation,Strategy",0 - 20000,224,0,0
2344900,"Mar 8, 2024",0,,0 - 0,0,0,0
1495760,"Mar 24, 2022",0,"Action,Indie",0 - 20000,0,7,2
714530,"Oct 24, 2017",0,"Adventure,Indie",0 - 20000,0,1,3
424200,"Feb 25, 2019",30,"Casual,Indie",20000 - 50000,0,265,9
1736630,"Sep 10, 2021",60,Casual,100000 - 200000,4215,174,39
1124310,"Sep 27, 2019",0,"Action,Adventure,Casual,Indie",0 - 20000,0,1,0
3665120,"May 29, 2025",51,"Casual,Indie",0 - 20000,0,0,0
1479400,"Apr 26, 2023",0,"Action,Adventure,Indie",50000 - 100000,0,19,1
1710490,"Aug 17, 2021",90,"Action,Adventure,Indie",0 - 20000,0,6,0
3057390,"Jul 5, 2024",0,"Adventure,Casual,Simulation,Strategy,Free To Play",0 - 0,0,0,0
585770,"Jan 31, 2017",0,"Action,Indie,Strategy",20000 - 50000,265,18,3
298160,"Nov 5, 2014",0,"Casual,Free To Play,Indie,Massively Multiplayer,RPG",500000 - 1000000,247,1385,351
2965550,"May 16, 2024",51,"Adventure,Indie",0 - 20000,0,1,0
2811910,"Apr 29, 2024",0,Action,0 - 20000,0,15,4
3986260,"Oct 9, 2025",0,,0 - 0,0,0,0
1160190,"Oct 10, 2019",0,"Indie,Early Access",0 - 20000,0,2,1
3366410,"Dec 19, 2024",0,"Adventure,Casual",0 - 20000,0,17,3
209330,"Apr 24, 2012",75,"Action,Adventure,Indie",100000 - 200000,284,307,202
1524690,"Feb 4, 2021",0,"Casual,Indie,Strategy",50000 - 100000,0,58,4
3604550,"May 1, 2025",20,"Action,Casual,Indie",0 - 20000,274,20,5
2133100,"Dec 6, 2022",0,"Casual,Simulation",0 - 20000,0,10,8
3078290,"Aug 23, 2024",30,"Casual,Indie,Early Access",0 - 20000,0,43,4
1573130,"Mar 23, 2021",68,Casual,0 - 20000,0,3,1
506480,"Apr 24, 2023",20,"Indie,RPG,Simulation,Early Access",0 - 20000,136,281,114
1809700,"Jan 18, 2023",20,"Adventure,RPG,Strategy",100000 - 200000,2927,4041,1004
2862350,"May 27, 2024",0,Indie,0 - 20000,0,34,12
2115710,"Aug 27, 2022",0,"Action,Adventure,Indie",20000 - 50000,0,1,0
656770,"Jul 7, 2017",0,"Animation & Modeling,Design & Illustration,Education",0 - 20000,0,19,0
3690130,"Jun 17, 2025",0,"Casual,Indie,Strategy,Free To Play",0 - 0,0,0,0
3101050,"Dec 12, 2024",50,Action,0 - 20000,0,8,2
3798600,"Jun 20, 2025",73,"Adventure,Casual,Indie",0 - 20000,0,0,0
1427700,"Mar 5, 2021",0,"Adventure,Indie,RPG,Simulation,Early Access",20000 - 50000,0,35,14
3002310,"May 22, 2024",0,,0 - 0,0,0,0
1128100,"Aug 7, 2019",51,"Action,Strategy",20000 - 50000,0,109,22
3394250,"May 2, 2025",0,"Adventure,Casual,Indie,Free To Play",0 - 0,0,0,0
2293280,"Oct 23, 2023",0,"Adventure,Casual,Indie,Simulation",0 - 20000,0,2,0
1444320,"Oct 13, 2022",0,"Action,Adventure,Simulation",0 - 20000,0,38,3
1725950,"Sep 14, 2021",62,"Adventure,Indie,RPG,Strategy",50000 - 100000,623,130,64
553410,"Nov 11, 2016",0,Strategy,0 - 20000,0,5,5
1743930,"Nov 30, 2022",0,"Action,Adventure,Indie",0 - 20000,0,17,1
661650,"Jul 31, 2017",0,"Indie,Simulation,Strategy",0 - 20000,0,2,1
1113580,"Jul 24, 2019",0,"Adventure,Casual,Free To Play,Indie,Simulation",0 - 20000,0,22,3
1963180,"May 16, 2022",0,"Adventure,Indie,Simulation",0 - 20000,0,7,3
3277230,"Nov 7, 2024",30,Casual,0 - 20000,0,0,0
2084040,"Aug 1, 2022",30,"Casual,Indie,Simulation",0 - 20000,0,0,0
3788740,"Aug 11, 2025",0,RPG,0 - 0,0,0,0
710170,"Jan 29, 2018",25,"Action,Indie,RPG",0 - 20000,206,187,25
2896040,"Apr 22, 2024",45,"Action,Casual,Indie,RPG",0 - 20000,0,0,0
515200,"Sep 2, 2016",80,"Action,Indie",0 - 20000,0,4,7
2594230,"Sep 9, 2023",0,,0 - 0,0,0,0
1491540,"Dec 24, 2020",0,"Action,Adventure,Indie",0 - 20000,0,1,0
3478300,"Mar 21, 2025",0,"Casual,Indie,Strategy",0 - 20000,0,0,0
2786780,"May 29, 2024",45,Indie,0 - 20000,0,0,0
1269510,"Feb 3, 2021",0,"Action,Indie",0 - 20000,0,1,1
3866310,"Jul 17, 2025",0,,0 - 0,0,0,0
945550,"Oct 1, 2018",0,"Action,Casual,Indie",0 - 20000,0,5,2
2620500,"Oct 26, 2023",0,"Action,Indie",0 - 20000,105,191,31
4043180,"Oct 12, 2025",50,"Adventure,Casual,Indie",0 - 20000,0,0,0
4084060,"Dec 17, 2025",20,"Casual,Indie,Racing,Sports",0 - 20000,0,0,0
2633350,"Dec 20, 2023",50,Casual,0 - 20000,0,0,0
355520,"Mar 11, 2015",0,"Adventure,Indie,RPG",50000 - 100000,273,250,87
1970820,"Dec 15, 2022",0,"Casual,Indie,Simulation",0 - 20000,0,41,10
1400930,"Oct 5, 2020",0,"Adventure,Casual,Indie",0 - 20000,0,10,3
3184570,"Sep 23, 2024",49,"Adventure,Indie",0 - 20000,0,1,0
2492390,"Mar 15, 2024",30,"Casual,Indie,Strategy",0 - 20000,3145,298,11
3193600,"Sep 1, 2024",0,,0 - 0,0,0,0
1436390,"Oct 21, 2020",80,Indie,0 - 20000,0,9,3
1335370,"Dec 1, 2023",0,"Action,Simulation,Sports",0 - 20000,0,6,9
248710,"Oct 11, 2013",0,"Action,Indie,RPG",0 - 0,0,0,0
2696530,"Dec 1, 2023",80,"Indie,Simulation,Strategy",0 - 20000,0,2,5
2702960,"Jan 2, 2024",50,"Action,Adventure,Indie,RPG",0 - 20000,0,6,2
1070110,"Nov 8, 2019",20,"Action,Adventure,Indie",0 - 20000,0,22,6
553420,"Mar 16, 2022",50,"Action,Adventure,RPG",1000000 - 2000000,850,13921,1260
676170,"Aug 19, 2017",0,"Action,Strategy,Early Access",0 - 20000,0,2,0
3527250,"Mar 28, 2025",0,"Indie,RPG,Simulation,Strategy",0 - 20000,0,7,0
1004030,"Feb 25, 2019",0,"Action,Indie",0 - 20000,0,9,1
2546720,"Jun 27, 2024",60,"Action,Casual,Indie",0 - 20000,0,2,0
1346250,"Sep 28, 2020",50,Casual,0 - 20000,0,64,1
2162220,"Dec 2, 2022",0,"Indie,Strategy,Free To Play",0 - 20000,0,7,1
658320,"Dec 19, 2017",0,"Free To Play,Indie,Strategy",100000 - 200000,26,200,82
1383630,"Aug 12, 2020",35,"Action,Adventure,Indie",0 - 20000,434,209,29
1653850,"May 3, 2022",0,"Action,Free To Play,Strategy",0 - 0,0,0,0
1584170,"Jul 15, 2023",0,"Indie,Simulation",0 - 20000,0,4,1
307920,"Jul 17, 2014",40,"Casual,Indie,Simulation,Strategy",0 - 20000,1,28,10
871950,"Jul 3, 2018",50,"Action,Adventure,Casual,Indie",20000 - 50000,0,332,50
1849790,"Dec 5, 2024",50,"Indie,Simulation",50000 - 100000,672,752,117
1063120,"Mar 23, 2020",0,"Action,Indie",0 - 20000,0,12,0
1947100,"Aug 3, 2022",0,,0 - 0,0,0,0
248610,"Oct 20, 2014",75,"Action,Indie,Simulation,Strategy",500000 - 1000000,435,9277,561
1134500,"Sep 11, 2019",0,"Adventure,Casual,Indie",0 - 20000,0,2,3
1578290,"Mar 1, 2024",0,"Casual,Free To Play",0 - 20000,0,0,0
2668540,"Oct 12, 2024",0,"Action,Adventure,Indie",0 - 20000,0,7,3
523440,"Oct 24, 2016",0,"Action,Adventure,Casual,Indie,Early Access",0 - 20000,0,6,0
3728650,"Dec 18, 2025",0,"Action,Casual,Indie,Free To Play,Early Access",0 - 0,0,0,0
1503390,"Jul 15, 2021",0,"Action,Casual,Indie,Simulation,Sports",0 - 20000,0,35,6
2722740,"Feb 19, 2024",50,"Casual,Indie,Strategy",0 - 20000,0,22,13
685910,"Aug 18, 2017",0,"Indie,Simulation,Strategy,Early Access",0 - 20000,0,12,2
1782190,"Dec 20, 2021",0,"Action,Adventure,RPG,Early Access",0 - 20000,0,0,1
1193600,"Dec 8, 2019",0,Indie,0 - 20000,0,1,1
1101360,"Jul 21, 2020",0,"Action,Indie,Racing,Strategy",100000 - 200000,199,1075,361
3127690,"Sep 4, 2024",40,"Action,Adventure,Casual,Indie",0 - 20000,0,1,0
943670,"Dec 4, 2018",0,"Audio Production,Utilities,Video Production",0 - 20000,0,9,7
1794860,"Dec 9, 2021",0,"Action,Indie,Simulation,Early Access",0 - 20000,0,3,4
1563550,"Mar 26, 2021",0,"Action,Adventure,Indie,Strategy",0 - 20000,0,13,1
970500,"Jan 10, 2022",0,"Action,Adventure,RPG",200000 - 500000,433,1832,508
2878230,"Nov 15, 2024",0,"Adventure,Indie,Simulation,Strategy",0 - 20000,0,3,2
1237880,"Apr 24, 2020",0,"Adventure,Indie",0 - 20000,0,10,6
2301510,"Feb 17, 2023",0,"Adventure,Free To Play,Indie,RPG",0 - 0,0,0,0
1634210,"Jul 8, 2021",0,"Casual,Free To Play",0 - 0,0,0,0
2664990,"Dec 2, 2023",0,"Casual,RPG",0 - 20000,0,0,0
1832700,"May 15, 2022",0,"Indie,RPG,Strategy",100000 - 200000,0,2,0
1827740,"Apr 7, 2022",0,Action,0 - 20000,0,19,2
1171220,"Nov 5, 2019",0,Utilities,0 - 20000,13,18,1
764510,"Jan 16, 2018",0,"Casual,Simulation,Strategy",50000 - 100000,1921,129,21
1459170,"Jun 10, 2021",0,"Action,Indie,Strategy,Early Access",0 - 20000,0,9,4
12330,"Feb 13, 2008",80,Action,100000 - 200000,1232,477,101
3022810,"Nov 4, 2024",0,"Simulation,Strategy,Free To Play",0 - 20000,60,0,0
383530,"Jul 17, 2015",0,"Action,Indie",0 - 20000,0,2,8
2250020,"Dec 28, 2022",85,"Casual,Indie",0 - 20000,0,0,1
2010030,"Apr 29, 2024",20,"Adventure,Indie,RPG,Simulation,Early Access",20000 - 50000,482,547,165
2562400,"Oct 30, 2024",0,"Adventure,RPG,Strategy,Free To Play",0 - 0,0,0,0
1821310,"Feb 26, 2023",0,"Action,Adventure,Casual,Indie",0 - 0,0,0,0
2664720,"Apr 29, 2024",50,"Action,Indie",0 - 20000,0,31,2
2390530,"Sep 8, 2023",0,"Action,Adventure,Indie,RPG",0 - 20000,0,7,0
3768430,"Jul 1, 2025",0,"Indie,Early Access",0 - 0,0,0,0
3437010,"Jul 18, 2025",10,"Action,Adventure,Casual,Indie",0 - 20000,0,0,0
2986640,"Oct 7, 2024",0,Indie,0 - 20000,0,0,0
1916310,"Jan 23, 2024",65,"Action,Indie",0 - 20000,177,485,139
1153220,"Sep 18, 2019",0,"Adventure,Casual,Indie,Simulation,Strategy",0 - 20000,0,2,2
2503240,"Aug 16, 2023",0,"Action,Adventure,Indie",0 - 20000,0,1,0
369860,"May 14, 2015",0,"Action,Casual,Indie",0 - 20000,0,7,4
1043390,"Aug 15, 2019",0,"Casual,Indie,Simulation",100000 - 200000,170,1109,204
489240,"Jun 1, 2018",90,"Action,Adventure,Indie,Massively Multiplayer,RPG,Early Access",50000 - 100000,833,36,43
1275520,"Apr 7, 2020",0,"Adventure,Casual,Indie,Simulation,Strategy",0 - 20000,0,4,4
4086070,"Dec 3, 2025",0,Casual,0 - 20000,0,0,0
3521230,"Mar 11, 2025",0,"Action,Adventure,Indie",0 - 20000,0,23,1
2875640,"Jul 16, 2024",0,"Casual,Simulation,Free To Play",0 - 0,0,0,0
1776120,"Nov 7, 2021",0,"Action,Adventure,Casual,Indie,Strategy",0 - 0,0,0,0
1495090,"Dec 21, 2020",0,Casual,0 - 20000,0,4,1
2490210,"Sep 8, 2023",0,"Action,Adventure,Casual,Free To Play,Indie,Racing,RPG,Sports,Strategy",0 - 0,0,0,0
995000,"Dec 20, 2018",80,"Adventure,Casual,Indie",0 - 20000,0,22,10
539660,"Feb 28, 2017",60,"Adventure,Casual",0 - 20000,321,144,12
3708300,"Jul 10, 2025",0,,0 - 0,0,0,0
880610,"Jul 23, 2018",0,"Action,Casual,Indie",0 - 20000,0,34,3
1009990,"Feb 2, 2019",0,Indie,200000 - 500000,0,586,210
660280,"Jun 22, 2017",0,"Casual,Indie",0 - 20000,0,1,3
2286300,"Feb 2, 2023",51,"Casual,Indie",0 - 20000,0,0,0
2088070,"Sep 29, 2022",0,"Adventure,Casual,Indie,Racing,Strategy",0 - 20000,0,0,3
761070,"Mar 9, 2018",0,"Casual,Free To Play,Indie",20000 - 50000,45,167,26
1077680,"Oct 18, 2019",0,"Action,Casual,Indie",0 - 20000,0,4,0
1782150,"Jun 15, 2022",60,Action,0 - 20000,84,326,174
3540830,"Aug 7, 2025",0,"Adventure,Casual,Indie,RPG,Simulation,Strategy,Free To Play",0 - 0,0,0,0
2671790,"Dec 7, 2023",0,"Action,Racing",20000 - 50000,0,1,0
1792770,"Dec 4, 2025",0,"Action,Adventure,Casual,Indie",0 - 20000,0,6,0
3377640,"Jan 27, 2025",65,"Adventure,Casual,Simulation",0 - 20000,0,0,0
3153130,"Oct 23, 2024",0,"Adventure,RPG,Strategy",0 - 20000,0,0,0
242640,"Oct 7, 2014",90,Action,500000 - 1000000,450,8795,1795
2434480,"May 23, 2023",0,"Adventure,Casual",0 - 20000,0,6,3
1417720,"Sep 23, 2020",80,"Action,Adventure,Casual,Indie,Strategy",0 - 20000,0,128,14
905390,"Jun 3, 2019",0,"Indie,Racing,Simulation,Sports",0 - 20000,0,3,1
1687470,"Oct 13, 2022",50,"Action,Adventure,Indie,RPG,Strategy",0 - 20000,0,16,0
3819280,"Jul 30, 2025",35,"Action,Adventure,Casual,Indie,Strategy",0 - 20000,0,0,0
3398690,"Jan 21, 2025",0,"Indie,Simulation",0 - 20000,0,0,0
1032080,"Aug 8, 2019",0,"Casual,Indie",0 - 20000,0,1,0
461340,"Mar 24, 2017",90,"Adventure,Casual,Indie,RPG,Strategy",100000 - 200000,103,47,9
2428980,"Oct 9, 2025",25,"Adventure,Indie",0 - 20000,309,0,0
1165020,"Nov 8, 2019",70,"Adventure,Casual,Indie",0 - 20000,0,5,0
3190840,"May 26, 2025",25,"Casual,Indie,Simulation",0 - 20000,0,0,0
720270,"Jun 19, 2018",0,"Indie,Simulation,Strategy",0 - 20000,0,35,18
3153020,"Aug 11, 2025",30,Simulation,0 - 20000,0,0,0
2815530,"Oct 1, 2024",70,"Action,Casual,Indie,Strategy",0 - 20000,0,36,14
3394900,"Oct 9, 2025",0,"Casual,Indie",0 - 0,0,0,0
2404610,"May 12, 2023",0,"Adventure,Casual,Indie,Simulation,Early Access",0 - 20000,0,0,0
878500,"Aug 10, 2018",0,"Casual,Indie",0 - 20000,0,5,8
3019290,"Jul 15, 2024",0,"Action,Casual,Indie,Simulation,Strategy",0 - 20000,0,5,0
2521650,"Jun 7, 2024",50,Indie,0 - 20000,0,0,0
1219740,"Feb 5, 2020",0,"Action,Free To Play,Indie,Racing",0 - 20000,0,24,3
3549350,"Jul 13, 2025",0,Adventure,0 - 20000,0,0,0
3702460,"Apr 30, 2025",0,,0 - 0,0,0,0
2263130,"Feb 22, 2023",0,"Action,Adventure,Indie",0 - 20000,0,0,1
3644630,"Dec 17, 2025",0,"Adventure,Indie",0 - 0,0,0,0
3491370,"Mar 12, 2025",0,"Casual,Indie,Simulation",0 - 20000,0,0,0
2700810,"Oct 21, 2025",0,Action,0 - 20000,0,0,0
2363430,"Jan 18, 2024",0,"Adventure,Indie,RPG",0 - 20000,0,1,1
1806570,"Nov 18, 2021",0,"Action,Casual,Indie",50000 - 100000,0,4,3
1604110,"Sep 3, 2021",83,"Action,Adventure,Casual",0 - 20000,0,5,0
702930,"Oct 16, 2017",70,"Casual,Indie",0 - 20000,0,1,0
2428440,"Dec 25, 2024",0,"Simulation,Free To Play,Early Access",0 - 0,0,0,0
4066140,"Nov 21, 2025",0,Indie,0 - 0,0,0,0
2115860,"Sep 9, 2022",0,"Action,Casual,Indie,Racing",0 - 20000,0,0,0
2281410,"Feb 6, 2024",0,"Indie,RPG,Simulation",50000 - 100000,1976,1121,124
1677870,"Oct 29, 2021",50,"Casual,Indie,Simulation",0 - 20000,0,6,10
416330,"Jan 26, 2016",0,Action,0 - 20000,0,6,6
2770520,"Jan 13, 2024",0,,0 - 0,0,0,0
1539090,"Mar 30, 2021",0,"Action,Strategy",0 - 20000,0,9,5
2783560,"Mar 7, 2024",0,Indie,0 - 20000,0,0,0
678170,"Jul 31, 2017",0,Simulation,0 - 20000,0,0,0
2994780,"Oct 24, 2024",60,"Adventure,Indie",0 - 20000,0,17,10
835110,"Apr 21, 2018",0,"Action,Indie",20000 - 50000,0,42,4
3346170,"Mar 14, 2025",35,"Adventure,Indie,Strategy",0 - 20000,0,10,0
1004100,"Jan 25, 2019",70,"Action,Casual,Indie",0 - 20000,0,2,3
2412080,"May 19, 2023",50,"Design & Illustration,Photo Editing,Utilities,Web Publishing",0 - 20000,0,2,1
2869530,"Jul 21, 2024",0,,0 - 0,0,0,0
3039640,"Aug 27, 2025",20,"Action,Adventure,Casual,RPG,Early Access",0 - 20000,0,0,0
1344120,"Feb 25, 2022",0,"Adventure,Casual",20000 - 50000,0,22,2
2329910,"May 14, 2024",86,"Action,Indie,RPG,Strategy",0 - 20000,0,51,18
694770,"Dec 27, 2019",0,"RPG,Simulation,Strategy",50000 - 100000,429,831,141
391170,"Aug 14, 2015",72,"Action,Indie",50000 - 100000,219,344,56
2828340,"Jun 7, 2024",0,"Action,Adventure",0 - 20000,0,0,0
922060,"Sep 27, 2018",0,Indie,0 - 20000,0,6,2
410120,"Nov 18, 2015",0,Adventure,20000 - 50000,144,60,27
976930,"Feb 10, 2022",85,"Action,Casual,Indie",0 - 20000,0,30,5
2805480,"May 2, 2024",40,"Adventure,Indie,RPG",0 - 20000,0,6,4
1581220,"Apr 7, 2021",0,"Action,Adventure,Free To Play,Indie,Simulation",0 - 20000,0,208,52
1403520,"Nov 3, 2021",0,"Casual,Indie,RPG,Simulation",0 - 20000,0,10,7
1866140,"Aug 14, 2023",0,,0 - 0,0,0,0
1810270,"Oct 5, 2022",0,"Adventure,Indie",0 - 20000,0,99,8
390290,"Oct 29, 2015",90,"Adventure,Indie",100000 - 200000,198,968,129
2691070,"Feb 2, 2024",0,"Adventure,Indie",0 - 20000,0,1,1
2464630,"Aug 9, 2023",0,"Action,Adventure,Casual",0 - 0,0,0,0
796780,"Feb 22, 2018",0,"Action,Indie,Racing,Simulation,Sports",0 - 20000,0,25,2
3350040,"Jan 7, 2025",0,"Adventure,Casual",0 - 20000,0,0,0
460140,"Feb 24, 2017",0,"Adventure,Indie",0 - 20000,0,29,2
2489900,"Oct 15, 2024",0,"Action,Adventure,Indie,Massively Multiplayer,RPG,Early Access",20000 - 50000,0,19,8
1779530,"Jun 2, 2022",0,"Action,Casual,Indie",0 - 0,0,0,0
2972770,"Jul 22, 2024",25,"Action,Indie,Racing,Early Access",0 - 20000,0,6,1
293880,"May 16, 2014",0,"Adventure,Casual,Indie,RPG",50000 - 100000,272,211,32
1493230,"Dec 18, 2020",72,"Adventure,Casual,Indie,RPG",0 - 20000,0,32,11
2516700,"Sep 20, 2023",0,"Indie,Utilities,Game Development,Early Access",0 - 20000,0,4,0
330620,"Dec 11, 2014",0,"Indie,RPG,Simulation,Strategy",0 - 20000,180,98,29
2409410,"Jul 28, 2023",70,"Casual,Indie",0 - 20000,0,21,0
1427130,"Dec 23, 2021",0,"Action,Adventure,Indie,RPG",0 - 20000,0,0,1
1699490,"Aug 27, 2021",0,"Action,Casual",0 - 20000,0,1,0
3344190,"Dec 13, 2024",35,"Action,Indie",20000 - 50000,0,1,0
1849430,"Jan 17, 2022",0,"Casual,Indie",0 - 20000,0,14,2
3576060,"Aug 12, 2025",0,"RPG,Free To Play,Early Access",0 - 0,0,0,0
541300,"Dec 5, 2025",67,"Action,Adventure,Indie,Massively Multiplayer,Simulation",100000 - 200000,2092,3339,1688
3857070,"Jul 25, 2025",25,"Indie,Simulation",0 - 20000,0,0,0
2553240,"Oct 29, 2023",0,"Indie,Strategy,Early Access",0 - 0,0,0,0
3333080,"Nov 28, 2024",0,"Action,Adventure,Indie",0 - 20000,0,1,0
2803340,"Feb 13, 2024",0,"Adventure,Indie,Free To Play,Early Access",0 - 0,0,0,0
1815340,"Jan 21, 2022",0,"Adventure,Free To Play,Indie",0 - 0,0,0,0
3645280,"May 15, 2025",0,"Action,Adventure,Indie,Free To Play",0 - 20000,0,0,0
1392040,"Aug 31, 2020",0,"Indie,RPG",0 - 20000,0,15,4
3480930,"Mar 21, 2025",0,Indie,0 - 20000,0,22,4
333540,"Dec 1, 2014",0,"Indie,Simulation,Strategy",0 - 20000,12,25,19
2641490,"Feb 21, 2025",25,"Action,Adventure,Simulation",0 - 20000,0,127,35
2703300,"Jan 14, 2024",54,"Adventure,Indie,RPG",0 - 20000,0,10,4
908710,"Aug 28, 2018",0,"Action,Adventure,Casual,Indie,Early Access",0 - 20000,0,18,5
3317630,"Mar 25, 2025",18,"Adventure,Indie",0 - 20000,0,0,0
4162270,"Nov 27, 2025",0,"Casual,Indie",0 - 0,0,0,0
2818640,"Jun 29, 2024",0,"Action,Indie,Early Access",0 - 20000,0,14,1
2403570,"May 18, 2023",0,"Casual,Indie,Free To Play",0 - 0,0,0,0
2337850,"Mar 29, 2023",60,Casual,0 - 20000,0,0,0
1419360,"Dec 3, 2020",0,Action,0 - 20000,0,4,0
1880330,"Jul 27, 2023",0,"Adventure,Indie,RPG",500000 - 1000000,295,13769,2880
1382670,"Sep 16, 2020",0,"Adventure,Casual,Indie,Simulation",50000 - 100000,0,2,1
2537510,"Feb 23, 2024",0,"Action,Adventure,Indie,Free To Play",0 - 0,0,0,0
2362550,"Apr 5, 2023",0,"Casual,Indie,Sports,Strategy",0 - 20000,0,0,1
3374690,"Dec 10, 2024",0,,0 - 0,0,0,0
